,venue_id,conversions_per_impression,price_range,rating,popularity,retention_rate
0,1424193000929084737,0.4034916201117318,1,8.6,5.537811281291531,0.38496450000000004
1,-1970346298375932149,0.1914396887159533,1,8.6,0.9660341183903789,0.2500005
2,-3266889597638182283,0.27538177546568215,2,9.0,5.905066922300413,0.30422099999999996
3,-1599030892486223118,0.060618556701030925,2,8.8,0.7547005381380858,0.31437149999999997
4,-1514693057066477057,0.1709515859766277,2,9.2,5.506692230041323,0.32709750000000004
5,5188415623516897594,0.5651188299817185,1,8.2,17.36076312483206,0.621054
6,-3853058847403276971,0.4390477202678287,1,9.0,9.332084213889917,0.42274049999999996
7,5332634774045137434,0.2117497886728656,1,8.8,1.4423698410277639,0.3639705
8,1007590810240705088,0.15143496845104823,2,8.6,2.1768811230455274,0.29713649999999997
9,1861342593691657724,0.1663135593220339,2,8.6,1.3015534107496896,0.19611299999999998
10,6744146359354174703,0.23743016759776536,2,8.6,0.7774316070793119,0.1696425
11,7670521821443414514,0.09839572192513368,1,8.6,0.6235429965794461,0.307017
12,7210371646145622836,0.09728656518861681,1,8.6,0.39645017683754913,0.164835
13,-2823198933827015857,0.3231920199501247,1,8.0,3.9629403690712217,0.2733135
14,6226103407645514933,0.02,2,8.2,0.1236555625758005,0.365853
15,3739596670675833597,0.12081844754790516,2,8.6,3.0385193577202116,0.339081
16,-9079011570477226623,0.12413793103448276,2,8.4,0.06724910491877092,0.24
17,-8833058687174510764,0.0683638953177853,2,8.4,1.6870011692338975,0.2163465
18,2959220355338183958,0.30130800373715355,1,8.2,4.380233411040183,0.39922050000000003
19,-4563727856568079409,0.15752625437572929,1,8.6,2.311379332883069,0.3805035
20,-359844055405230848,0.12937771345875543,1,8.4,0.9586265495980304,0.261702
21,-3711405639791441750,0.08059701492537313,2,8.4,0.03137323253229918,0.5249999999999999
22,7661704027741345124,0.22776280323450138,2,8.6,2.6361503881711292,0.269949
23,-2144582774783336764,0.1232349165596919,1,8.2,0.15751977167258546,0.3082185
24,-168347584931888253,0.2117039586919105,2,8.8,1.8476074279032948,0.2292225
25,1828403598032157832,0.3387096774193548,1,8.6,3.9960202473546995,0.40942049999999997
26,5480327063651634937,0.5001375515818431,1,8.8,4.6719245880447655,0.29475300000000004
27,1908932783551298445,0.1962224554039874,2,9.0,1.9155827650566097,0.2899155
28,8780505009298954453,0.33956512903881325,2,9.0,24.58346950187731,0.323058
29,7486767775154583519,0.1440981093510475,1,8.6,0.5481600906337829,0.2016135
30,-5592544167780755783,0.1894005212858384,1,9.4,2.1882103459044133,0.2991915
31,-7063299792842321049,0.24591988130563797,2,9.0,1.399304269519307,0.246666
32,7196703443430313033,0.12859097127222982,1,9.4,1.983267609316107,0.486486
33,7543295338135927180,0.32243599016346014,1,9.0,5.4948183330065286,0.258747
34,4602700278207260042,0.251491646778043,2,9.0,5.631930978888429,0.24810749999999998
35,-8690900998885986179,0.3342782381160052,2,8.8,3.419391853126793,0.32692350000000003
36,4429442109419448453,0.28252106998900695,2,9.2,3.1233069711032195,0.344595
37,-2061403932177229944,0.1690507689763519,2,9.0,13.588458717328628,0.4694505
38,2122957402182086632,0.2724324324324324,2,9.0,0.4588335257848755,0.175926
39,4227583011298422581,0.29254955570745045,1,9.0,3.4505472159887285,0.22340400000000002
40,-6580902636251307755,0.2946776287321506,2,8.8,6.1429806023370155,0.210432
41,2089201569882807347,0.21055788842231554,2,8.8,0.8964610703210674,0.21649500000000002
42,4622643962871667813,0.434412265758092,2,9.2,4.903229554747017,0.317781
43,4828264823788179499,0.28191911181601903,2,9.0,1.960173424257609,0.37894800000000006
44,1642563663085166220,,2,8.8,0.0,0.0
45,-8239754368787687876,0.37790697674418605,2,9.2,3.019455761563433,0.333333
46,-1141058641582303922,0.23120300751879697,4,9.8,0.3554325802305061,0.36
47,5168631675421555059,0.080466472303207,2,9.6,0.5136640594929447,0.09
48,1301501383783026371,,2,8.6,0.0,0.0
49,8939367427969494969,0.005076142131979695,2,8.6,0.007915931356529191,0.0
50,-7997369503385996486,0.12614980289093297,2,7.8,1.449740815281776,0.36111150000000003
51,1843885562042089231,0.11776187378009109,2,9.2,1.9003318881311866,0.35071949999999996
52,3814101400087727763,0.09857960568157728,2,9.0,1.133575894899671,0.1423365
53,4296932382152124576,0.143236074270557,2,9.2,3.611698148834034,0.281934
54,-2331125319557462050,0.054134123350390514,2,8.8,1.3622208552842388,0.248031
55,5810147585113012823,0.15874439461883408,4,9.0,1.6054816009063377,0.156108
56,-6556757687969778735,0.031839622641509434,2,9.8,0.20332323870527316,0.38461500000000004
57,-8585485777422637306,0.1252155915833046,2,9.4,1.7972066593356244,0.246753
58,-1130901029289234727,0.1930765480253535,2,8.6,2.8221018688995017,0.14814750000000002
59,-8327960718241748565,0.0957039557635049,2,8.8,2.082216405473533,0.12244949999999999
60,-6769357718506661141,,1,7.4,0.0,
61,6496596592152775784,0.04400345125107852,2,,1.1454223303125675,0.26470649999999996
62,6002655242817885680,0.07566765578635015,2,9.2,0.5215073676260195,0.2794125
63,8436895510884739671,0.015706806282722516,1,9.0,0.0,0.21428550000000002
64,7963678185835912511,0.07943661971830986,1,9.2,0.20552372237594138,0.296052
65,781655398244205074,0.03590425531914894,2,,0.9751663158401747,0.0
66,6684983907102784519,0.0,2,,0.0,
67,2498080507057359392,0.004120879120879121,2,,0.659046525623337,0.0
68,8567882870114205288,0.023316062176165803,3,,0.2774932739466682,0.75
69,3245250178081155245,0.0,3,,0.7977931625966711,0.0
70,1272481684950902099,0.0,3,9.4,0.0,
71,-3918954707970063576,0.0922066153149071,2,9.2,3.5077016928473386,0.38967149999999995
72,-8621518409175570300,0.3876704208654417,2,9.4,1.2559460264203288,0.5516535
73,8791212883561396312,0.2229219143576826,2,9.4,0.8795398592561929,0.444444
74,6254720819916854446,0.3837170871433293,1,9.0,30.644872437308003,0.5872455
75,6883835995064208590,0.3244055068836045,3,8.8,4.539096712346674,0.32268600000000003
76,3871619909318373127,0.23241400681747754,1,9.0,5.922104330522815,0.4329045
77,4845286218969696748,0.3636652879414572,2,9.2,3.3960797983979316,0.255894
78,-1395199787259490082,0.4016033100594777,2,9.4,18.44778753349746,0.37733549999999993
79,4192024984849819107,0.36114911080711354,2,8.8,1.3510098259221333,0.373626
80,4903153601957562005,0.3673887088521235,2,9.4,5.334829371736493,0.334329
81,-7682426897326987081,0.28540462427745666,2,8.8,4.118535625322266,0.30627
82,-6304851542877042234,0.2861842105263158,1,8.6,0.45255887927841565,0.1363635
83,7770663459957040318,0.19112988384371699,1,8.8,3.018003297094345,0.271053
84,-7370550996841687013,0.26058489742470536,1,8.6,1.5363442921777526,0.24068699999999998
85,7426496466433566528,,1,8.8,0.0,
86,-2984156884844870836,0.24649532710280372,2,9.0,1.7148521754286585,0.2561985
87,-2010383013404467060,0.1585094549499444,2,8.8,1.4977813605234682,0.2796615
88,-3344114816229605116,0.29665220086794797,2,8.8,6.963986143488965,0.206388
89,-3234040658834901654,0.31003811944091486,3,9.2,2.3468194659288146,0.26470649999999996
90,2110134076028967601,0.19302465423932652,1,9.0,0.6736167091512524,0.3717945
91,-1126943181302930937,0.299412915851272,2,8.6,1.0672708918858071,0.3256575
92,-964748600044279675,0.1542319749216301,2,8.6,7.3017567557753615,0.2601855
93,-7980018353080567228,0.18078381795195955,3,9.0,1.1420728120438353,0.30568649999999997
94,-7697839296553277261,0.10917721518987342,2,8.6,0.6304422028076139,0.21283799999999997
95,7611580809249058106,0.5015847860538827,2,9.2,1.766051547964008,0.300987
96,-4295826842507789068,0.16550925925925927,2,9.0,1.1615358359296135,0.1569765
97,6045284024872799923,0.05975159449479692,3,7.6,1.4507215117250194,0.1269585
98,-4695329206966038614,0.20119760479041915,2,9.2,1.5128869910019827,0.305211
99,-1239951668966447249,0.23655913978494622,1,8.8,1.905978233727751,0.274194
100,3517237890024367447,0.23573017049666423,2,9.0,2.2104330522814584,0.256098
101,-1225722321304640926,0.2127570289550986,1,8.8,1.354786233541762,0.2900295
102,2297960940075316078,0.2817391304347826,2,9.0,0.9137453975032135,0.2205885
103,-6058314109533187489,0.0,2,8.6,0.0,
104,2080139157056743027,0.0,3,9.0,0.0,
105,-335161312256390115,0.4322814856185423,2,9.2,5.347756305511377,0.24834449999999997
106,-8097897095769503084,0.055407047387606316,1,8.8,0.8467867854782603,0.1377555
107,688396783866611175,0.14338716717590572,2,9.4,6.653776044503511,0.3701925
108,768574391820647602,0.0,3,8.4,0.0,
109,7879684601702930843,0.16959798994974876,2,8.4,0.2525835711743901,0.228261
110,7947220274626698714,0.18317868901526488,2,8.8,2.4943172327646934,0.20049450000000002
111,1541306607799916328,0.23333333333333334,2,8.4,0.2898755964182226,0.103449
112,1665869950265869427,0.14509246088193456,3,8.6,0.26238770634073366,0.23913
113,-495501865997425500,0.13515687851971037,1,8.8,1.172066203330501,0.44560649999999996
114,-6004951763160720273,0.10477941176470588,2,8.8,0.1336993543795435,0.3260865
115,3819392964403774030,0.2504197649316383,2,8.8,3.6656935154723778,0.17788500000000002
116,-38236003456657441,0.18070711479703186,2,9.4,1.4313311110626956,0.287946
117,2558144398810194341,0.2914285714285714,2,9.0,0.7913752659825558,0.3186525
118,-3218186548309913611,0.16864459712679575,2,8.8,1.7936483728766786,0.1269225
119,-5498794834287790619,0.4739263803680982,1,9.4,0.5778920383160127,0.491151
120,-8126259051783698228,0.11128650355169692,3,8.6,1.7411870382295769,0.23863650000000003
121,-5847147452230404325,0.17329910141206675,2,9.0,0.9364038432209852,0.268656
122,-7132405711108960778,0.33019755409219187,2,8.8,1.7465159008547753,0.1828365
123,-5135692596861963660,0.1461100569259962,2,9.0,0.5553497897557681,0.2325585
124,697657938564560570,0.32800345721694035,3,9.0,1.225952635133663,0.294903
125,8336661646963390697,0.3398314014752371,2,9.2,1.6056268473532465,0.37846199999999997
126,-6332311711594508139,0.3538230884557721,2,9.0,2.104185276367677,0.2603625
127,2209211515732595630,0.08471275559883154,2,7.8,0.15781026456640307,0.28125
128,6676871173188622098,0.14825581395348836,2,8.6,0.11176714089631583,0.2500005
129,-8980418203349600814,0.16509775524981896,2,9.2,1.8966281037350123,0.1176465
130,-4619600060996398610,0.03100498930862438,2,8.0,2.2549055808582574,0.1578945
131,-8607836145195287617,0.07346938775510203,3,9.8,0.41093850991670117,0.11842050000000001
132,7920779952976864983,0.07008086253369272,3,8.2,0.27756596004270245,0.12244949999999999
133,7192273147090531024,0.05025996533795494,3,9.0,0.4226308488928589,0.1399995
134,4966066418564252037,0.1781317885590152,2,8.8,0.5857789203831602,0.4999995
135,8075129724316902553,0.15481986368062317,2,8.8,0.35708838972526635,0.1363635
136,4907162950494550514,0.16253869969040247,2,9.2,0.9083712789675883,0.1562505
137,-3177914798363747245,0.2863961813842482,2,9.0,0.5486684531979636,0.41284350000000003
138,-1189046607174228364,0.021739130434782608,2,9.0,0.022295329600499646,0.2500005
139,6539419146195970813,0.15524475524475523,3,9.0,0.17487672207818616,0.4811325
140,-1179720595254851251,0.0776965265082267,2,9.0,1.5450589532471204,0.222222
141,-878832531450425794,0.1330376940133038,0,8.6,1.6852670304245319,0.3548385
142,-90993012258819614,0.20934065934065935,2,9.4,0.8823721649709144,0.2843595
143,153654445658051875,0.155794806839772,2,8.8,0.8555741955162421,0.243243
144,-8534117341425460159,0.07797029702970297,2,8.0,0.19295990471833083,0.140625
145,7730164985101365465,0.05921052631578947,2,8.8,0.13972708192625838,0.21000000000000002
146,4620424479505488256,0.16661769027328827,2,9.0,1.9820964419518177,0.35365800000000003
147,-7927864497221002410,0.05589194224499301,3,9.0,0.468274544833947,0.10396049999999998
148,-5988862566377987868,0.09863013698630135,3,8.6,0.11670552009121478,0.666666
149,2893507811653998335,0.2022099447513812,1,8.8,0.30429130627392026,0.2575755
150,6416988432972411822,0.02815013404825737,2,,0.058955532800278876,0.2368425
151,-2489809156870982861,0.017291066282420747,4,9.8,0.015178253701968816,0.0
152,-3735324597557367519,0.015789473684210527,2,9.0,0.0,0.0
153,6532681182411690288,0.02460850111856823,2,8.8,1.6786492156100328,0.156717
154,-7159428054870998657,0.03900928792569659,3,9.8,0.618023631596912,0.1666665
155,4852215523654006022,0.030848329048843187,3,9.6,0.09579003173634866,0.1071435
156,5718529969177986524,0.036535859269282815,2,,0.14950943012556556,0.0
157,5190721255361321390,0.024834437086092717,4,,0.5876579598402454,0.30000000000000004
158,8590273355996838188,0.008310249307479225,4,,0.7977931625966711,0.0
159,396576736050994658,0.0,3,,0.24280661470333467,0.0
160,-4728964119952611611,0.004651162790697674,2,,0.8560369878070969,0.0
161,-6571466029631196422,0.01748878923766816,0,,1.157132809376444,0.1666665
162,-4531843660690422162,0.029126213592233007,3,,0.06937331848666704,0.2500005
163,-5965258770637255761,0.10035211267605633,2,,1.1343291172117635,0.07894799999999999
164,-1321188557680902898,0.02773497688751926,3,9.6,0.20179088869038542,0.21428550000000002
165,-7893679865011238866,0.035629453681710214,2,,1.102765256576969,0.1666665
166,-8359880317895379105,0.11431623931623933,3,9.4,1.4019913287871195,0.1410255
167,6750621764041055320,0.047835990888382696,3,,0.02207019760779102,0.42857100000000004
168,1701525175334756094,0.0030674846625766876,2,9.0,0.0,0.30000000000000004
169,-8347743242793862185,0.038338658146964855,2,,0.0737125718062122,0.1875
170,6473752751587109470,0.04113448534936138,1,9.4,1.194089054379742,0.24138
171,2942854598864935388,0.04449152542372881,3,9.6,0.07806996521347596,0.1875
172,-5880073274499773060,0.06190476190476191,2,9.6,0.5458361474832422,0.181035
173,-3725425498793803345,0.0,2,9.6,0.0,
174,4292471056900463660,0.287593984962406,2,9.4,0.7746719245880448,0.5091749999999999
175,-2595001694252786274,0.20532319391634982,2,9.0,0.5940579678569613,0.1470585
176,-887970208925513584,0.07406625870436802,2,9.6,1.1685076653812356,0.422535
177,3489241494043635697,0.1689225771521386,2,8.8,11.253839952940151,0.289689
178,2177752355192790936,0.31296165132044923,2,9.0,10.727757322236505,0.24326549999999997
179,-3738349896010676668,0.15756583841690225,3,8.8,3.4781440409013995,0.23476650000000002
180,-5174752662251663246,0.34152528936102744,2,9.0,7.887535676158522,0.33015
181,-3494050899126808866,0.08911739502999143,3,8.8,2.0956157360000582,0.20588249999999997
182,-900459776699123906,0.33168959252530494,1,8.8,6.873279737394424,0.370536
183,8171780172088394562,0.2080078125,2,9.4,3.9724176997320204,0.303825
184,-7951050805344745744,0.09584664536741214,1,8.4,0.37511708922967524,0.28125
185,7890737799228278409,0.12108731466227346,2,9.2,0.8751752035265837,0.203187
186,-3702093984550677772,0.0975609756097561,2,7.8,0.06837476488231407,0.0
187,7278934018529661243,0.3885049108766824,2,8.8,3.110743153445609,0.27813
188,-6575840713941845481,0.015306122448979591,2,8.6,0.0,0.0
189,6693803428832654255,0.2681286038790844,3,9.2,14.898363798775572,0.376419
190,-3571578291212741130,0.11825936099465086,2,8.6,11.0886221195814,0.3117495
191,2655382276416114606,0.282107096212451,2,8.8,2.0322156619243703,0.31924199999999997
192,4071968611601509044,0.24670391061452512,2,9.2,3.848086741178094,0.365853
193,6976665804837515885,0.3324432576769025,2,8.6,1.065600557746356,0.36923100000000003
194,1990268925632192894,0.281423487544484,3,8.8,16.55569838122835,0.220719
195,8975831873030799580,0.2529002320185615,2,8.8,1.0467911428716674,0.319797
196,739199663399910482,0.2857142857142857,2,8.8,0.2421984502204115,0.06
197,6663247888677393976,0.12195121951219512,2,7.6,0.10058316448433881,0.06818250000000001
198,6309986199204691641,0.483159828536436,3,9.2,3.2998540273208565,0.2877705
199,5428743095819142306,0.2724288840262582,2,8.6,1.026747133198254,0.24305549999999998
200,-3467116489823335298,0.03930131004366812,2,8.6,0.0,0.272727
201,3176928348150372538,0.15870967741935482,2,9.2,1.1157759428309983,0.2596155
202,4942885110225136931,0.14941022280471822,2,8.6,0.24989651190657747,0.06818250000000001
203,4835840571363623023,0.1880597014925373,1,9.2,0.17582082398309332,0.14516099999999998
204,-5056638505676914027,0.18908748824082786,3,9.2,1.3730146626288153,0.189252
205,-3186029800077757071,0.07711666367068129,2,8.6,4.6667683391795025,0.18118050000000002
206,8495040311801997268,,2,,1.8730795991400102,0.0
207,8165892210666393870,0.0,1,,1.7690196214100098,0.0
208,1674612201371449643,0.0,2,,1.5955863251933422,
209,-2778925841110618467,0.05914186316196367,1,9.2,0.4748832581682971,0.358209
210,6518568683491224288,0.10806174957118354,2,8.6,0.3443067023972926,0.3068175
211,598700642737390100,0.24592220828105396,2,9.0,1.9322134832276665,0.181818
212,8910641162115370290,0.24365482233502536,2,8.8,0.7435165617261087,0.336735
213,-660110110876941197,0.1251548946716233,2,9.0,0.8424293920709964,0.1751265
214,8857820397515963904,0.07867132867132867,2,7.6,0.19077394569235348,0.288462
215,-5499361658485010509,0.10896445131375579,1,8.2,0.3250615481818776,0.1999995
216,-3354102599804001270,0.09313264346190028,3,8.6,0.4341416298103808,0.0869565
217,8340466326228347026,,3,8.8,0.029920768063211253,0.75
218,9074425064086595955,0.2015810276679842,3,9.6,0.6780830373936978,0.356436
219,1038184558175932892,0.19618528610354222,2,9.0,0.387444897129204,0.357954
220,-1214027302266292847,0.19747899159663868,1,9.0,0.2633318082456408,0.5769225
221,827519604862358597,0.0,1,8.4,0.0,
222,-3477782347918135867,0.21219512195121948,1,9.4,0.305889017189917,0.322785
223,7723670488926490910,0.08383766464934139,2,8.6,1.4550789051322832,0.285171
224,8749613252343289923,0.2633624878522838,2,9.2,2.2826205363951284,0.321177
225,-8000812284954204460,0.264,2,8.0,0.16725128361547456,0.44999999999999996
226,-822289976162896847,0.03232490675507667,3,9.2,0.49245807824426097,0.054217499999999995
227,7806767714522733618,0.1298245614035088,2,9.4,0.905212168747322,0.18870900000000002
228,-7967592538781328506,0.0,2,8.0,0.0,
229,-3095812747959498570,0.0,2,9.0,0.0,
230,-600875971541775400,0.1567070622649394,2,9.0,1.1134592620028032,0.2850675
231,-5224773933377990030,0.14634146341463417,2,8.8,0.1648547172414795,0.1562505
232,-7909556818785812842,0.15729109776078645,2,8.8,0.7968220077416356,0.19459500000000002
233,-7808052062575920192,0.013316423589093214,1,,0.8703619657879114,0.3124995
234,5489860685308474236,0.23738532110091742,1,8.6,0.6008119276382201,0.1523445
235,742938810977117783,0.009375000000000001,3,9.8,0.041976223156641033,0.1999995
236,6686507995160913802,0.050505050505050504,1,9.2,0.3446698185145646,0.289473
237,-5599987578892847621,0.05946902654867256,1,9.4,0.9544324798528142,0.2790705
238,-4279333285677539895,0.04160246533127889,3,9.6,0.19738992134904898,0.13235249999999998
239,7127773791043045426,,2,,0.03253520410756952,0.75
240,-502342665051314052,0.10559396605908233,2,9.2,0.828167935833487,0.144579
241,604530169472814011,0.010327022375215147,3,9.2,0.2822138463437838,0.21428550000000002
242,6828773345618586972,0.08894582723279648,2,9.4,0.7487454338148254,0.163266
243,-2050904002587215806,0.172901921132457,1,9.4,0.3287653325780518,0.343374
244,-7313933305501616930,0.10577507598784194,3,9.2,0.46435289076740954,0.280575
245,5065511967978173722,0.12151898734177216,3,7.8,2.0377350269069043,0.165036
246,4806555944188151731,0.03430079155672823,3,9.6,0.1897644828863374,0.048387
247,5429741107870619169,0.07768924302788845,2,8.2,0.43849902321764456,0.1836735
248,-7470043617865895121,,2,,0.0,
249,-7704707807646611714,0.21775761503564484,2,9.4,1.3961088476873136,0.245193
250,472199130850792437,0.026086956521739132,1,9.0,0.0,1.0
251,5393018396253610966,0.0,2,9.0,0.0,
252,-5598305175696199458,0.3593314763231198,2,9.2,0.2087917674313892,0.75
253,-2178005159195482267,0.0169971671388102,1,9.6,0.0,0.0
254,3989452688348424400,0.1272984441301273,1,9.6,0.2493663623753604,0.12
255,-7455986094208152311,0.0,1,,0.0,0.0
256,-4959235096340659238,0.012184115523465704,4,9.6,0.028250433923760136,0.21428550000000002
257,6918536168031418427,0.11392405063291139,2,8.6,0.09760561232270855,0.1875
258,-599495846349914926,0.0,1,,0.3468665924333353,0.0
259,6646496329411984498,0.0034924330616996507,4,,0.0,
260,7473336714926702477,,1,,0.036965220738287695,0.0
261,-6027553357719148806,0.033809166040571,3,8.4,0.46609584813031507,0.1216215
262,-6330672636262956851,0.026383290582631003,3,,1.2806104293366358,0.15000000000000002
263,1499271515350375446,0.01764705882352941,2,8.8,0.0,1.0
264,764036483023484756,0.058823529411764705,2,9.6,0.1644189779007531,0.090909
265,-1102241286820863790,0.11663066954643628,1,9.0,0.17146343057582955,0.21874949999999999
266,-7780888382413240940,0.19360786724031961,2,9.4,2.7211282838574427,0.280374
267,-3486579083250331367,0.19796954314720813,1,,0.1504898436421999,0.15000000000000002
268,1458383367771315171,,2,7.6,0.0,
269,-8537831562393222543,0.14890510948905109,2,9.0,0.3398766857665744,0.3095235
270,2414260374638827534,0.0453781512605042,2,9.8,1.3558299487476722,0.1000005
271,2960514548920739771,0.040449438202247195,2,9.8,0.0,0.42857100000000004
272,8773247920220921455,0.109375,2,9.2,0.03594849560992614,0.44999999999999996
273,-4487299229586312699,0.0,3,9.6,0.0,0.0714285
274,-3630994465867351295,0.02961135101789019,3,8.4,1.1923097539688194,0.140625
275,2713686144218760269,0.0,1,8.6,0.0,
276,721448038538339256,0.07714285714285714,1,9.6,0.1607878167280333,0.0
277,-742016946097277429,0.23801652892561986,2,8.4,0.3154026594624429,0.3984375
278,-351737467849039045,0.0,2,9.8,0.0,0.048387
279,-3874670190485462780,0.2655252466627975,2,9.0,3.843511478100467,0.3458985
280,5279453842045127379,0.11812425801345469,1,9.4,1.9123873432246161,0.244083
281,-4038354569616272091,0.17472852912142153,2,9.2,1.117235669622432,0.2694615
282,6227333159141138386,0.06352683461117195,3,8.8,0.5457199503257152,0.5769225
283,-7398913572761941028,0.0,2,9.0,0.0,
284,-8914747977529082011,0.1368436491639777,3,8.8,3.7770612286396945,0.184344
285,6158723037459532288,0.11767702496179316,2,9.2,0.7142494026739871,0.1999995
286,2806497967516385485,0.07729703451628585,2,9.0,0.6243598663800035,0.16935450000000002
287,7157268466210214140,0.10460438086723291,2,8.2,2.224630609540184,0.30857100000000004
288,5563982361899535139,0.1895424836601307,2,8.6,1.9695418200832264,0.3104655
289,7882554539537748927,0.053030303030303025,2,9.2,0.12186176895647689,0.1071435
290,2051698795181594519,0.1332312404287902,2,9.0,2.290028105187477,0.2912085
291,138388630174792913,0.06334279630943931,3,9.2,2.8546372616248106,0.130188
292,1128306888564654348,0.18400726942298956,2,8.8,3.632758883635809,0.19620300000000002
293,-2980987472478084934,0.08226077224398433,2,9.2,4.563498115427351,0.174213
294,-5938265219664891766,0.03305939484497572,2,9.2,0.6058955532800279,0.292035
295,5612618495685222408,0.07983870967741935,3,9.6,0.7406842560113873,0.12499950000000001
296,-6330277521794443126,0.09230769230769231,2,8.6,0.1468441578247892,0.375
297,8913567843596820162,0.29454545454545455,2,8.8,0.30145900055919883,0.2528085
298,-7217803356526344583,0.0,3,8.8,0.0,
299,-721290078946899112,0.45154253661576815,2,9.6,3.786266112185525,0.6662235000000001
300,7437834897193564357,0.0944774075764491,2,9.2,4.6908066261429076,0.2229225
301,-6067248534206116397,0.22781335773101558,2,8.8,0.48846380095426917,0.4728255
